frame,time_seconds,track_id,x,y,w,h,center_x,center_y,area,bed_edge_y,processing_time_s
0,0.0,1,0,430,258,110,129.0,485.0,19021.5,396.0,0.040889
0,0.0,2,451,373,500,167,701.0,456.5,54467.0,396.0,0.040889
0,0.0,3,484,368,13,20,490.5,378.0,207.0,396.0,0.040889
0,0.0,4,674,359,31,4,689.5,361.0,82.5,396.0,0.040889
0,0.0,5,0,341,209,60,104.5,371.0,10956.5,396.0,0.040889
0,0.0,6,250,339,146,55,323.0,366.5,5580.5,396.0,0.040889
0,0.0,7,152,319,48,12,176.0,325.0,346.5,396.0,0.040889
0,0.0,8,681,303,279,83,820.5,344.5,13330.5,396.0,0.040889
0,0.0,9,909,302,16,18,917.0,311.0,185.0,396.0,0.040889
0,0.0,10,19,245,315,15,176.5,252.5,2101.0,396.0,0.040889
0,0.0,11,541,242,30,6,556.0,245.0,91.0,396.0,0.040889
0,0.0,12,874,236,59,58,903.5,265.0,2454.5,396.0,0.040889
0,0.0,13,340,230,10,13,345.0,236.5,50.0,396.0,0.040889
0,0.0,14,234,223,93,13,280.5,229.5,514.5,396.0,0.040889
0,0.0,15,885,212,17,14,893.5,219.0,90.5,396.0,0.040889
0,0.0,16,0,188,231,49,115.5,212.5,2043.0,396.0,0.040889
0,0.0,17,637,160,10,26,642.0,173.0,173.5,396.0,0.040889
0,0.0,18,61,141,121,40,121.5,161.0,4492.5,396.0,0.040889
0,0.0,19,293,139,39,37,312.5,157.5,1310.0,396.0,0.040889
0,0.0,20,412,134,119,42,471.5,155.0,3839.0,396.0,0.040889
0,0.0,21,44,99,144,37,116.0,117.5,3491.5,396.0,0.040889
0,0.0,22,0,30,121,107,60.5,83.5,6296.0,396.0,0.040889
0,0.0,23,485,0,475,313,722.5,156.5,53581.5,396.0,0.040889
0,0.0,24,710,0,93,64,756.5,32.0,2995.5,396.0,0.040889
0,0.0,25,691,0,15,77,698.5,38.5,950.0,396.0,0.040889
0,0.0,26,236,0,392,183,432.0,91.5,41007.0,396.0,0.040889
0,0.0,27,210,0,19,84,219.5,42.0,1145.0,396.0,0.040889
0,0.0,28,99,0,110,71,154.0,35.5,3876.5,396.0,0.040889
1,0.005,1,27,432,147,59,106.198,466.198,2745.5,396.0,0.021997
1,0.005,2,451,374,500,166,701.0,456.9,52837.0,396.0,0.021997
1,0.005,3,485,369,11,18,490.5,378.0,139.5,396.0,0.021997
1,0.005,4,674,359,31,4,689.5,361.0,82.5,396.0,0.021997
1,0.005,5,0,342,208,57,104.1,370.6,10552.0,396.0,0.021997
1,0.005,6,284,340,44,50,309.399,365.3,1107.0,396.0,0.021997
1,0.005,7,152,319,48,12,176.0,325.0,346.5,396.0,0.021997
1,0.005,8,682,305,278,80,820.9,344.9,12448.5,396.0,0.021997
1,0.005,9,909,302,15,17,916.6,310.6,163.0,396.0,0.021997
1,0.005,10,19,245,315,15,176.5,252.5,2101.0,396.0,0.021997
1,0.005,11,543,218,37,6,560.4,225.798,122.0,396.0,0.021997
1,0.005,12,874,238,59,54,903.5,265.0,2294.0,396.0,0.021997
1,0.005,13,340,230,10,13,345.0,236.5,50.0,396.0,0.021997
1,0.005,14,246,224,47,9,271.699,228.7,254.0,396.0,0.021997
1,0.005,15,884,212,18,13,893.1,218.6,102.0,396.0,0.021997
1,0.005,16,0,188,230,46,115.1,211.3,1602.0,396.0,0.021997
1,0.005,17,638,160,8,25,642.0,172.6,112.0,396.0,0.021997
1,0.005,18,61,142,121,39,121.5,161.4,4404.5,396.0,0.021997
1,0.005,19,294,139,38,37,312.9,157.5,1278.0,396.0,0.021997
1,0.005,20,412,134,118,41,471.1,154.6,3775.0,396.0,0.021997
1,0.005,21,44,99,144,37,116.0,117.5,3439.5,396.0,0.021997
1,0.005,22,0,30,122,107,60.9,83.5,6278.0,396.0,0.021997
1,0.005,23,592,0,368,286,765.304,145.699,49725.0,396.0,0.021997
1,0.005,24,710,0,93,64,756.5,32.0,3050.5,396.0,0.021997
1,0.005,25,691,0,16,77,698.9,38.5,1045.0,396.0,0.021997
1,0.005,26,236,0,393,183,432.4,91.5,41320.5,396.0,0.021997
1,0.005,27,210,0,20,84,219.9,42.0,1171.0,396.0,0.021997
1,0.005,28,98,0,111,71,153.6,35.5,3906.0,396.0,0.021997
1,0.005,29,73,522,142,18,144.0,531.0,1809.0,396.0,0.021997
1,0.005,30,0,448,16,24,8.0,460.0,191.5,396.0,0.021997
1,0.005,31,261,376,12,12,267.0,382.0,66.5,396.0,0.021997
1,0.005,32,252,354,14,31,259.0,369.5,116.5,396.0,0.021997
1,0.005,33,251,341,19,10,260.5,346.0,102.5,396.0,0.021997
1,0.005,34,742,293,55,8,769.5,297.0,288.5,396.0,0.021997
1,0.005,35,84,250,58,8,113.0,254.0,336.0,396.0,0.021997
1,0.005,36,692,245,16,6,700.0,248.0,53.0,396.0,0.021997
1,0.005,37,185,245,147,12,258.5,251.0,855.0,396.0,0.021997
1,0.005,38,743,72,26,15,756.0,79.5,58.5,396.0,0.021997
1,0.005,39,770,53,33,19,786.5,62.5,106.0,396.0,0.021997
1,0.005,40,808,21,57,31,836.5,36.5,204.5,396.0,0.021997
1,0.005,41,877,0,28,15,891.0,7.5,95.5,396.0,0.021997
1,0.005,42,674,0,7,33,677.5,16.5,111.5,396.0,0.021997
2,0.01,1,0,430,259,110,120.379,477.587,19052.0,396.0,0.017817
2,0.01,2,451,373,500,167,701.0,456.658,54689.5,396.0,0.017817
2,0.01,3,484,368,13,20,490.5,378.0,214.0,396.0,0.017817
2,0.01,4,672,359,32,5,688.136,361.455,79.5,396.0,0.017817
2,0.01,5,0,341,209,60,104.342,370.842,10931.0,396.0,0.017817
2,0.01,6,250,339,146,55,317.638,366.027,5604.0,396.0,0.017817
2,0.01,7,152,319,47,13,175.545,325.455,385.5,396.0,0.017817
2,0.01,8,682,305,278,80,821.1,345.1,12448.5,396.0,0.017817
2,0.01,9,908,302,17,18,916.474,310.842,188.5,396.0,0.017817
2,0.01,10,15,245,318,15,174.227,252.5,1974.0,396.0,0.017817
2,0.01,11,529,242,47,6,555.155,237.43,144.0,396.0,0.017817
2,0.01,12,873,237,60,56,903.131,265.0,2473.5,396.0,0.017817
2,0.01,13,341,229,9,23,345.455,240.137,77.0,396.0,0.017817
2,0.01,14,234,223,71,11,268.922,228.447,469.0,396.0,0.017817
2,0.01,15,884,212,18,13,892.9,218.4,102.0,396.0,0.017817
2,0.01,16,0,188,233,50,116.079,212.395,2106.5,396.0,0.017817
2,0.01,17,637,161,11,26,642.369,173.579,180.0,396.0,0.017817
2,0.01,18,61,141,121,40,121.5,161.158,4517.0,396.0,0.017817
2,0.01,19,293,139,39,37,312.658,157.5,1306.5,396.0,0.017817
2,0.01,20,412,134,118,41,470.974,154.474,3835.0,396.0,0.017817
2,0.01,21,44,99,145,37,116.369,117.5,3494.0,396.0,0.017817
2,0.01,22,0,30,122,107,61.026,83.5,6289.0,396.0,0.017817
2,0.01,23,592,0,368,286,786.696,140.301,49725.0,396.0,0.017817
2,0.01,24,710,0,93,64,756.5,32.0,3010.5,396.0,0.017817
2,0.01,25,691,0,16,77,699.026,38.5,978.0,396.0,0.017817
2,0.01,26,236,0,392,183,432.158,91.5,41256.0,396.0,0.017817
2,0.01,27,211,0,18,84,220.026,42.0,1158.0,396.0,0.017817
2,0.01,28,99,0,110,71,153.842,35.5,3876.5,396.0,0.017817
2,0.01,29,73,522,142,18,144.0,531.0,1809.0,396.0,0.017817
2,0.01,30,0,448,16,24,8.0,460.0,191.5,396.0,0.017817
2,0.01,31,261,376,12,12,267.0,382.0,66.5,396.0,0.017817
2,0.01,32,252,354,14,31,259.0,369.5,116.5,396.0,0.017817
2,0.01,33,251,341,19,10,260.5,346.0,102.5,396.0,0.017817
2,0.01,34,742,293,55,8,769.5,297.0,288.5,396.0,0.017817
2,0.01,35,84,250,58,8,113.0,254.0,336.0,396.0,0.017817
2,0.01,36,673,289,25,6,688.399,283.204,90.0,396.0,0.017817
2,0.01,37,185,245,147,12,258.5,251.0,855.0,396.0,0.017817
2,0.01,38,743,72,26,15,756.0,79.5,58.5,396.0,0.017817
2,0.01,39,770,53,33,19,786.5,62.5,106.0,396.0,0.017817
2,0.01,40,808,21,57,31,836.5,36.5,204.5,396.0,0.017817
2,0.01,41,877,0,28,15,891.0,7.5,95.5,396.0,0.017817
2,0.01,42,674,0,7,33,677.5,16.5,111.5,396.0,0.017817
2,0.01,43,309,228,19,8,318.5,232.0,59.0,396.0,0.017817
2,0.01,44,483,0,477,386,721.5,193.0,68099.0,396.0,0.017817
3,0.015,1,100,432,55,22,126.245,454.915,391.5,256.0,0.014698
3,0.015,2,451,374,500,166,701.0,456.873,52551.0,256.0,0.014698
3,0.015,3,485,369,11,18,490.5,378.0,133.0,256.0,0.014698
3,0.015,4,682,338,46,16,699.538,350.906,541.0,256.0,0.014698
3,0.015,5,0,342,208,56,104.127,370.288,10494.5,256.0,0.014698
3,0.015,6,297,360,16,18,309.639,368.095,108.5,256.0,0.014698
3,0.015,7,152,319,47,13,175.364,325.636,385.5,256.0,0.014698
3,0.015,8,722,304,238,81,838.602,344.597,11839.5,256.0,0.014698
3,0.015,9,909,302,15,17,916.441,310.627,168.0,256.0,0.014698
3,0.015,10,85,250,58,7,132.612,253.186,290.0,256.0,0.014698
3,0.015,11,543,219,31,5,556.764,227.435,97.0,256.0,0.014698
3,0.015,12,874,238,58,54,902.975,265.0,2239.5,256.0,0.014698
3,0.015,13,341,229,9,23,345.636,241.591,77.0,256.0,0.014698
3,0.015,14,239,224,54,8,265.823,228.042,227.0,256.0,0.014698
3,0.015,15,884,212,18,13,892.7,218.2,102.0,256.0,0.014698
3,0.015,16,23,192,207,42,123.303,212.924,1461.0,256.0,0.014698
3,0.015,17,638,162,8,23,642.186,173.678,104.0,256.0,0.014698
3,0.015,18,62,142,120,39,121.839,161.373,4399.5,256.0,0.014698
3,0.015,19,294,139,38,37,312.873,157.5,1267.5,256.0,0.014698
3,0.015,20,412,134,118,41,470.941,154.441,3777.0,256.0,0.014698
3,0.015,21,44,99,144,37,116.186,117.5,3432.5,256.0,0.014698
3,0.015,22,0,30,121,107,60.72,83.5,6252.0,256.0,0.014698
3,0.015,23,600,0,360,287,783.419,142.453,49826.5,256.0,0.014698
3,0.015,24,710,0,93,64,756.5,32.0,3056.5,256.0,0.014698
3,0.015,25,691,0,16,77,699.059,38.5,1051.0,256.0,0.014698
3,0.015,26,236,0,393,183,432.373,91.5,41193.5,256.0,0.014698
3,0.015,27,210,0,19,84,219.72,42.0,1164.5,256.0,0.014698
3,0.015,28,98,0,111,70,153.627,35.161,3880.5,256.0,0.014698
3,0.015,29,72,523,133,17,139.0,531.455,1605.5,256.0,0.014698
3,0.015,30,0,448,16,24,8.0,460.0,191.5,256.0,0.014698
3,0.015,31,281,341,21,15,289.274,351.544,83.5,256.0,0.014698
3,0.015,32,252,354,14,31,259.0,369.5,116.5,256.0,0.014698
3,0.015,33,251,341,19,10,260.5,346.0,102.5,256.0,0.014698
3,0.015,34,743,292,55,9,770.409,296.545,271.5,256.0,0.014698
3,0.015,35,84,250,58,8,113.0,254.0,336.0,256.0,0.014698
3,0.015,36,707,326,14,8,705.746,322.323,54.0,256.0,0.014698
3,0.015,37,189,245,143,11,260.318,250.545,813.0,256.0,0.014698
3,0.015,38,772,45,46,26,791.456,59.953,150.0,256.0,0.014698
3,0.015,39,770,53,33,19,786.5,62.5,106.0,256.0,0.014698
3,0.015,40,853,19,13,9,857.41,24.681,54.0,256.0,0.014698
3,0.015,41,877,0,28,15,891.0,7.5,95.5,256.0,0.014698
3,0.015,42,675,0,6,18,677.955,9.681,58.5,256.0,0.014698
3,0.015,43,309,228,19,8,318.5,232.0,59.0,256.0,0.014698
3,0.015,44,483,0,477,386,721.5,193.0,68099.0,256.0,0.014698
3,0.015,45,38,439,96,52,86.0,465.0,640.5,256.0,0.014698
3,0.015,46,55,433,40,15,75.0,440.5,260.0,256.0,0.014698
4,0.02,1,0,430,258,110,129.654,469.628,19009.5,256.0,0.017718
4,0.02,2,451,373,501,167,701.303,456.674,54503.0,256.0,0.017718
4,0.02,3,484,368,14,20,490.803,378.0,212.5,256.0,0.017718
4,0.02,4,672,359,32,4,694.264,355.358,79.0,256.0,0.017718
4,0.02,5,0,341,208,60,104.023,370.632,10972.5,256.0,0.017718
4,0.02,6,250,339,145,55,316.389,367.532,5596.5,256.0,0.017718
4,0.02,7,150,319,49,13,174.623,325.557,341.0,256.0,0.017718
4,0.02,8,682,304,278,82,829.727,344.831,13261.0,256.0,0.017718
4,0.02,9,909,302,16,18,916.739,310.826,186.0,256.0,0.017718
4,0.02,10,0,187,232,50,115.499,228.261,2003.5,256.0,0.017718
4,0.02,11,536,242,41,5,556.445,236.534,128.0,256.0,0.017718
4,0.02,12,874,237,59,57,903.219,265.303,2424.5,256.0,0.017718
4,0.02,13,341,229,9,23,345.818,243.046,77.0,256.0,0.017718
4,0.02,14,233,223,80,11,268.862,228.179,488.0,256.0,0.017718
4,0.02,15,884,212,18,13,892.5,218.0,102.0,256.0,0.017718
4,0.02,16,61,141,121,40,123.599,181.675,4476.5,256.0,0.017718
4,0.02,17,637,161,9,26,641.784,173.993,167.0,256.0,0.017718
4,0.02,18,44,99,144,37,118.366,134.849,3500.5,256.0,0.017718
4,0.02,19,293,139,39,37,312.674,157.5,1309.5,256.0,0.017718
4,0.02,20,412,134,119,42,471.239,154.739,3843.0,256.0,0.017718
4,0.02,21,44,99,144,37,116.22,117.5,3432.5,256.0,0.017718
4,0.02,22,0,30,122,107,60.869,83.5,6294.5,256.0,0.017718
4,0.02,23,600,0,360,287,795.215,139.993,49826.5,256.0,0.017718
4,0.02,24,710,0,92,64,756.197,32.0,2986.5,256.0,0.017718
4,0.02,25,691,0,16,77,699.063,38.5,960.5,256.0,0.017718
4,0.02,26,236,0,392,183,432.174,91.5,41086.5,256.0,0.017718
4,0.02,27,211,0,18,84,219.869,42.0,1150.5,256.0,0.017718
4,0.02,28,99,0,110,71,153.826,35.306,3870.5,256.0,0.017718
4,0.02,29,72,523,133,17,137.0,531.636,1605.5,256.0,0.017718
4,0.02,30,0,448,16,24,8.0,460.0,191.5,256.0,0.017718
4,0.02,31,281,341,21,15,298.183,339.363,83.5,256.0,0.017718
4,0.02,32,252,354,14,31,259.0,369.5,116.5,256.0,0.017718
4,0.02,33,251,341,19,10,260.5,346.0,102.5,256.0,0.017718
4,0.02,34,743,292,55,9,770.773,296.364,271.5,256.0,0.017718
4,0.02,35,84,250,58,8,113.0,254.0,336.0,256.0,0.017718
4,0.02,36,707,326,14,8,713.173,352.216,54.0,256.0,0.017718
4,0.02,37,189,245,143,11,261.046,250.364,813.0,256.0,0.017718
4,0.02,38,772,45,46,26,805.638,52.136,150.0,256.0,0.017718
4,0.02,39,770,53,33,19,786.5,62.5,106.0,256.0,0.017718
4,0.02,40,853,19,13,9,865.773,19.954,54.0,256.0,0.017718
4,0.02,41,877,0,28,15,891.0,7.5,95.5,256.0,0.017718
4,0.02,42,675,0,6,18,678.136,6.954,58.5,256.0,0.017718
4,0.02,43,309,228,19,8,318.5,232.0,59.0,256.0,0.017718
4,0.02,44,484,0,476,313,721.955,159.816,53866.0,256.0,0.017718
4,0.02,45,38,439,96,52,86.0,465.0,640.5,256.0,0.017718
4,0.02,46,55,433,40,15,75.0,440.5,260.0,256.0,0.017718
4,0.02,47,673,289,19,5,682.5,291.5,50.5,256.0,0.017718
4,0.02,48,504,244,25,4,516.5,246.0,64.0,256.0,0.017718
4,0.02,49,23,239,312,20,179.0,249.0,1785.0,256.0,0.017718
5,0.025,1,46,432,116,58,117.729,464.782,2801.0,255.0,0.016271
5,0.025,2,451,374,500,166,701.19,456.837,52623.5,255.0,0.016271
5,0.025,3,485,369,11,18,490.69,378.0,150.0,255.0,0.016271
5,0.025,4,672,359,32,4,695.095,354.313,79.0,255.0,0.016271
5,0.025,5,0,342,208,56,103.973,370.283,10612.0,255.0,0.016271
5,0.025,6,287,340,39,50,311.405,366.38,873.5,255.0,0.016271
5,0.025,7,150,319,49,13,174.261,325.655,341.0,255.0,0.016271
5,0.025,8,683,304,277,81,826.07,344.663,12421.0,255.0,0.016271
5,0.025,9,909,302,15,17,916.629,310.663,160.0,255.0,0.016271
5,0.025,10,0,192,230,42,107.306,215.781,1581.5,255.0,0.016271
5,0.025,11,543,218,33,6,557.915,228.754,100.0,255.0,0.016271
5,0.025,12,874,237,59,55,903.355,264.921,2313.0,255.0,0.016271
5,0.025,13,341,229,9,23,346.0,244.5,77.0,255.0,0.016271
5,0.025,14,247,224,45,9,268.724,228.268,248.0,255.0,0.016271
5,0.025,15,884,212,18,13,892.3,217.8,102.0,255.0,0.016271
5,0.025,16,61,141,121,40,123.564,165.536,4401.0,255.0,0.016271
5,0.025,17,639,174,7,11,642.113,177.098,50.5,255.0,0.016271
5,0.025,18,44,99,144,37,116.566,121.167,3449.5,255.0,0.016271
5,0.025,19,294,139,38,37,312.837,157.5,1266.0,255.0,0.016271
5,0.025,20,412,134,118,41,471.129,154.629,3787.5,255.0,0.016271
5,0.025,21,44,99,144,37,116.253,117.5,3432.5,255.0,0.016271
5,0.025,22,0,30,121,107,60.68,83.5,6274.0,255.0,0.016271
5,0.025,23,600,0,360,287,786.369,142.093,49851.5,255.0,0.016271
5,0.025,24,710,0,93,64,756.31,32.0,3048.5,255.0,0.016271
5,0.025,25,691,0,16,77,699.06,38.5,1039.0,255.0,0.016271
5,0.025,26,236,0,392,183,432.068,91.5,41311.5,255.0,0.016271
5,0.025,27,210,0,19,84,219.68,42.0,1163.0,255.0,0.016271
5,0.025,28,98,0,111,71,153.663,35.389,3904.0,255.0,0.016271
5,0.025,29,74,523,139,17,141.973,531.557,1629.0,255.0,0.016271
5,0.025,30,0,434,14,8,7.029,438.628,69.5,255.0,0.016271
5,0.025,31,250,341,22,10,269.283,342.618,132.0,255.0,0.016271
5,0.025,32,254,385,10,8,259.0,388.443,52.5,255.0,0.016271
5,0.025,33,251,341,19,10,260.5,346.0,102.5,255.0,0.016271
5,0.025,34,743,292,52,9,769.384,296.443,270.0,255.0,0.016271
5,0.025,35,85,250,54,7,112.029,253.514,277.5,255.0,0.016271
5,0.025,36,707,326,14,8,720.599,382.108,54.0,255.0,0.016271
5,0.025,37,184,245,148,11,258.678,250.443,844.5,255.0,0.016271
5,0.025,38,765,37,69,38,803.151,53.901,260.5,255.0,0.016271
5,0.025,39,770,53,33,19,786.5,62.5,106.0,255.0,0.016271
5,0.025,40,839,18,26,17,855.978,24.474,112.5,255.0,0.016271
5,0.025,41,877,0,28,15,891.0,7.5,95.5,255.0,0.016271
5,0.025,42,675,0,6,34,678.057,14.705,117.5,255.0,0.016271
5,0.025,43,309,228,19,8,318.5,232.0,59.0,255.0,0.016271
5,0.025,44,484,0,476,313,722.136,146.544,53866.0,255.0,0.016271
5,0.025,45,34,436,9,12,42.816,444.09,62.5,255.0,0.016271
5,0.025,46,55,433,40,15,75.0,440.5,260.0,255.0,0.016271
5,0.025,47,681,238,30,4,693.301,250.296,67.0,255.0,0.016271
5,0.025,48,504,244,25,4,516.5,246.0,64.0,255.0,0.016271
5,0.025,49,23,239,312,20,179.0,249.0,1785.0,255.0,0.016271
6,0.03,1,0,430,257,110,122.589,473.615,19057.5,255.0,0.018644
6,0.03,2,451,373,501,167,701.362,456.689,54709.0,255.0,0.018644
6,0.03,3,484,368,13,20,490.621,378.0,215.5,255.0,0.018644
6,0.03,4,668,359,37,5,689.48,358.897,89.0,255.0,0.018644
6,0.03,5,0,341,209,59,104.19,370.327,10947.5,255.0,0.018644
6,0.03,6,250,339,146,55,316.495,366.43,5575.0,255.0,0.018644
6,0.03,7,155,319,45,11,176.486,324.853,325.5,255.0,0.018644
6,0.03,8,679,304,281,82,823.039,344.811,13571.5,255.0,0.018644
6,0.03,9,908,302,17,18,916.566,310.811,191.0,255.0,0.018644
6,0.03,10,0,188,231,49,104.074,209.057,2085.0,255.0,0.018644
6,0.03,11,541,242,28,5,556.598,235.609,88.5,255.0,0.018644
6,0.03,12,874,237,59,57,903.433,265.181,2486.0,255.0,0.018644
6,0.03,13,346,229,4,23,347.867,240.9,56.0,255.0,0.018644
6,0.03,14,234,223,93,12,273.99,228.568,542.5,255.0,0.018644
6,0.03,15,884,212,18,13,892.1,217.6,102.0,255.0,0.018644
6,0.03,16,61,141,121,40,123.433,156.918,4511.5,255.0,0.018644
6,0.03,17,637,157,10,29,642.064,174.988,184.0,255.0,0.018644
6,0.03,18,44,99,144,37,115.602,113.871,3495.5,255.0,0.018644
6,0.03,19,293,139,39,37,312.689,157.5,1308.0,255.0,0.018644
6,0.03,20,412,134,118,41,471.066,154.566,3826.5,255.0,0.018644
6,0.03,21,44,99,144,37,116.287,117.5,3432.5,255.0,0.018644
6,0.03,22,0,30,121,107,60.572,83.5,6305.5,255.0,0.018644
6,0.03,23,600,0,360,287,792.823,140.812,49851.5,255.0,0.018644
6,0.03,24,710,0,93,64,756.379,32.0,2988.5,255.0,0.018644
6,0.03,25,691,0,16,77,699.055,38.5,963.5,255.0,0.018644
6,0.03,26,236,0,392,183,432.009,91.5,41131.5,255.0,0.018644
6,0.03,27,211,0,18,84,219.813,42.0,1147.0,255.0,0.018644
6,0.03,28,99,0,110,71,153.811,35.438,3877.5,255.0,0.018644
6,0.03,29,74,523,139,17,142.208,531.655,1629.0,255.0,0.018644
6,0.03,30,0,434,14,8,6.8,433.597,69.5,255.0,0.018644
6,0.03,31,250,341,22,10,266.072,335.385,132.0,255.0,0.018644
6,0.03,32,254,385,10,8,259.0,392.903,52.5,255.0,0.018644
6,0.03,33,251,341,19,10,260.5,346.0,102.5,255.0,0.018644
6,0.03,34,743,292,52,9,769.186,296.345,270.0,255.0,0.018644
6,0.03,35,45,249,103,9,102.37,253.462,503.0,255.0,0.018644
6,0.03,36,707,326,14,8,728.026,412.001,54.0,255.0,0.018644
6,0.03,37,158,245,175,11,250.632,250.438,1074.5,255.0,0.018644
6,0.03,38,765,37,69,38,811.99,49.155,260.5,255.0,0.018644
6,0.03,39,770,53,33,19,786.5,62.5,106.0,255.0,0.018644
6,0.03,40,839,18,26,17,858.521,22.711,112.5,255.0,0.018644
6,0.03,41,877,0,28,15,891.0,7.5,95.5,255.0,0.018644
6,0.03,42,675,0,6,34,678.155,15.336,117.5,255.0,0.018644
6,0.03,43,309,228,19,8,318.5,232.0,59.0,255.0,0.018644
6,0.03,44,481,0,479,314,720.827,152.736,55290.0,255.0,0.018644
6,0.03,45,34,436,9,12,25.544,435.727,62.5,255.0,0.018644
6,0.03,46,55,433,40,15,75.0,440.5,260.0,255.0,0.018644
6,0.03,47,681,238,30,4,698.699,229.704,67.0,255.0,0.018644
6,0.03,48,486,243,22,6,498.772,246.0,69.0,255.0,0.018644
6,0.03,49,23,239,312,20,179.0,249.0,1785.0,255.0,0.018644
6,0.03,50,673,289,21,6,683.5,292.0,68.0,255.0,0.018644
7,0.035,1,46,432,118,58,115.351,468.63,1924.0,255.0,0.015806
7,0.035,2,451,393,501,147,701.464,460.95,51902.0,255.0,0.015806
7,0.035,3,485,369,11,18,490.577,378.0,134.5,255.0,0.015806
7,0.035,4,668,374,45,19,689.63,371.99,508.5,255.0,0.015806
7,0.035,5,0,342,208,57,104.107,370.36,10485.0,255.0,0.015806
7,0.035,6,305,370,7,13,313.328,370.812,52.0,255.0,0.015806
7,0.035,7,155,319,45,11,176.734,324.739,325.5,255.0,0.015806
7,0.035,8,684,305,276,80,822.271,344.902,12349.5,255.0,0.015806
7,0.035,9,909,302,15,17,916.527,310.684,166.5,255.0,0.015806
7,0.035,10,15,188,215,45,106.159,204.682,1527.0,255.0,0.015806
7,0.035,11,544,218,29,6,557.311,229.621,79.0,255.0,0.015806
7,0.035,12,874,238,59,54,903.48,265.124,2288.0,255.0,0.015806
7,0.035,13,346,229,4,23,348.391,241.326,56.0,255.0,0.015806
7,0.035,14,240,224,53,8,271.14,228.32,244.0,255.0,0.015806
7,0.035,15,886,211,16,15,893.958,218.478,112.5,255.0,0.015806
7,0.035,16,62,142,119,39,123.279,152.438,4367.5,255.0,0.015806
7,0.035,17,637,157,10,29,642.059,175.31,184.0,255.0,0.015806
7,0.035,18,44,99,144,37,115.074,109.9,3435.5,255.0,0.015806
7,0.035,19,294,139,38,37,312.816,157.5,1252.5,255.0,0.015806
7,0.035,20,412,134,118,41,471.027,154.527,3780.5,255.0,0.015806
7,0.035,21,44,99,144,37,116.321,117.5,3432.5,255.0,0.015806
7,0.035,22,0,30,121,107,60.508,83.5,6260.5,255.0,0.015806
7,0.035,23,611,0,349,287,790.245,142.133,49765.5,255.0,0.015806
7,0.035,24,710,0,93,64,756.423,32.0,3054.5,255.0,0.015806
7,0.035,25,691,0,16,77,699.05,38.5,1046.0,255.0,0.015806
7,0.035,26,236,0,393,165,432.193,87.583,41162.5,255.0,0.015806
7,0.035,27,210,0,19,84,219.678,42.0,1161.0,255.0,0.015806
7,0.035,28,98,0,111,71,153.684,35.468,3883.0,255.0,0.015806
7,0.035,29,74,524,131,16,140.329,531.931,1595.5,255.0,0.015806
7,0.035,30,0,434,14,8,6.571,428.566,69.5,255.0,0.015806
7,0.035,31,251,341,13,11,259.01,341.332,73.0,255.0,0.015806
7,0.035,32,264,362,17,15,268.745,377.249,136.0,255.0,0.015806
7,0.035,33,292,367,9,16,296.021,374.614,96.0,255.0,0.015806
7,0.035,34,751,293,42,7,771.152,296.429,208.5,255.0,0.015806
7,0.035,35,86,250,53,7,106.27,253.433,239.5,255.0,0.015806
7,0.035,36,707,326,14,8,735.452,441.893,54.0,255.0,0.015806
7,0.035,37,194,245,138,10,255.735,250.179,751.5,255.0,0.015806
7,0.035,38,791,40,36,22,812.332,49.143,135.5,255.0,0.015806
7,0.035,40,858,0,48,25,876.103,14.88,183.0,255.0,0.015806
7,0.035,42,674,0,7,42,677.712,19.582,130.5,255.0,0.015806
7,0.035,43,309,228,19,8,318.5,232.0,59.0,255.0,0.015806
7,0.035,44,481,0,479,314,720.53,145.703,55290.0,255.0,0.015806
7,0.035,45,34,436,9,12,8.272,427.363,62.5,255.0,0.015806
7,0.035,46,55,433,40,15,75.0,440.5,260.0,255.0,0.015806
7,0.035,47,681,238,30,4,704.097,209.112,67.0,255.0,0.015806
7,0.035,48,486,243,22,6,491.681,246.0,69.0,255.0,0.015806
7,0.035,49,23,239,312,20,179.0,249.0,1785.0,255.0,0.015806
7,0.035,50,673,289,21,6,683.5,292.0,68.0,255.0,0.015806
8,0.04,1,0,430,258,110,120.18,474.909,18987.0,255.0,0.015029
8,0.04,2,451,373,501,167,701.527,459.731,54396.0,255.0,0.015029
8,0.04,3,484,368,13,20,490.548,378.0,211.0,255.0,0.015029
8,0.04,4,671,359,33,4,688.35,368.872,80.0,255.0,0.015029
8,0.04,5,0,341,209,60,104.253,370.583,10961.5,255.0,0.015029
8,0.04,6,250,339,146,55,317.021,369.671,5580.0,255.0,0.015029
8,0.04,7,152,319,50,12,176.994,324.86,388.0,255.0,0.015029
8,0.04,8,681,304,279,82,821.2,344.96,13358.5,255.0,0.015029
8,0.04,9,909,302,16,18,916.701,310.8,187.5,255.0,0.015029
8,0.04,10,0,188,232,49,105.405,203.223,2014.0,255.0,0.015029
8,0.04,11,540,242,43,5,558.975,235.062,114.0,255.0,0.015029
8,0.04,12,874,237,59,57,903.51,265.284,2437.5,255.0,0.015029
8,0.04,13,346,229,4,23,348.916,241.752,56.0,255.0,0.015029
8,0.04,14,233,224,74,10,270.656,228.557,451.0,255.0,0.015029
8,0.04,15,887,212,16,13,894.605,218.477,78.0,255.0,0.015029
8,0.04,16,61,141,121,40,123.125,149.852,4494.5,255.0,0.015029
