frame,time_seconds,track_id,x,y,w,h,center_x,center_y,area,bed_edge_y,processing_time_s
17,0.085,31,287,346,21,15,298.578,332.793,125.0,253.0,0.01255
17,0.085,34,752,293,41,8,763.969,300.429,207.5,253.0,0.01255
17,0.085,35,84,250,54,6,111.517,252.859,229.5,253.0,0.01255
17,0.085,37,258,262,27,4,263.265,262.154,56.0,253.0,0.01255
17,0.085,38,823,33,18,12,829.909,39.703,66.5,253.0,0.01255
17,0.085,40,859,14,18,11,865.372,21.065,53.5,253.0,0.01255
17,0.085,42,675,0,6,42,678.104,22.811,130.5,253.0,0.01255
17,0.085,44,481,0,479,313,720.297,157.174,53550.0,253.0,0.01255
17,0.085,48,487,244,22,5,497.782,246.633,61.0,253.0,0.01255
17,0.085,50,674,289,18,6,683.144,292.489,53.5,253.0,0.01255
17,0.085,52,754,59,36,22,789.614,60.423,103.0,253.0,0.01255
17,0.085,53,39,316,17,9,52.639,319.766,55.5,253.0,0.01255
17,0.085,55,114,432,33,24,134.636,444.318,367.5,253.0,0.01255
17,0.085,56,163,188,67,44,196.5,210.0,1110.0,253.0,0.01255
17,0.085,57,341,230,9,22,345.5,241.136,64.0,253.0,0.01255
17,0.085,58,89,433,24,16,101.0,441.0,166.0,253.0,0.01255
17,0.085,59,673,231,225,55,785.5,258.5,6861.0,253.0,0.01255
17,0.085,60,50,251,26,5,69.497,257.898,62.0,253.0,0.01255
18,0.09,1,0,430,257,110,113.019,475.387,19040.5,254.0,0.01389
18,0.09,2,450,373,501,167,701.017,458.849,54692.0,254.0,0.01389
18,0.09,3,484,368,13,20,490.494,378.077,215.5,254.0,0.01389
18,0.09,4,673,359,31,4,689.819,367.051,74.5,254.0,0.01389
18,0.09,5,0,341,208,59,103.993,370.452,10962.5,254.0,0.01389
18,0.09,6,250,339,146,55,313.939,370.886,5578.5,254.0,0.01389
18,0.09,7,126,318,78,13,170.441,324.461,536.0,254.0,0.01389
18,0.09,8,679,304,281,82,820.893,344.821,13533.5,254.0,0.01389
18,0.09,9,908,302,17,18,916.653,310.647,190.0,254.0,0.01389
18,0.09,10,0,188,231,48,111.766,208.441,2047.5,254.0,0.01389
18,0.09,11,486,242,85,7,549.505,235.332,242.0,254.0,0.01389
18,0.09,12,874,237,59,56,903.596,264.809,2459.0,254.0,0.01389
18,0.09,13,193,245,140,9,255.808,232.429,815.0,254.0,0.01389
18,0.09,14,241,261,43,4,261.194,255.45,89.0,254.0,0.01389
18,0.09,15,886,212,17,14,894.516,217.989,110.0,254.0,0.01389
18,0.09,16,61,141,121,40,122.203,154.335,4499.5,254.0,0.01389
18,0.09,17,638,159,11,28,643.156,172.644,191.0,254.0,0.01389
18,0.09,18,44,99,144,37,115.242,111.594,3496.5,254.0,0.01389
18,0.09,19,293,139,39,37,312.691,157.5,1315.5,254.0,0.01389
18,0.09,20,412,134,118,41,471.118,154.55,3838.0,254.0,0.01389
18,0.09,22,0,30,121,107,60.703,83.5,6298.0,254.0,0.01389
18,0.09,23,598,0,362,286,784.467,133.797,49462.0,254.0,0.01389
18,0.09,24,710,0,93,64,756.48,32.0,2978.5,254.0,0.01389
18,0.09,25,691,0,15,77,698.829,38.5,956.0,254.0,0.01389
18,0.09,26,236,0,392,183,432.013,90.031,41284.5,254.0,0.01389
18,0.09,27,211,0,18,84,219.637,42.0,1158.5,254.0,0.01389
18,0.09,28,99,0,110,71,153.544,35.357,3881.0,254.0,0.01389
18,0.09,29,73,523,128,17,138.466,531.667,1541.5,254.0,0.01389
18,0.09,31,286,317,25,5,300.262,328.274,65.0,254.0,0.01389
18,0.09,34,752,293,41,8,763.908,300.505,207.5,254.0,0.01389
18,0.09,35,81,249,58,7,111.384,252.73,263.5,254.0,0.01389
18,0.09,37,237,223,92,11,272.149,248.275,542.5,254.0,0.01389
18,0.09,38,823,33,18,12,832.916,38.123,66.5,254.0,0.01389
18,0.09,40,859,14,18,11,866.149,20.682,53.5,254.0,0.01389
18,0.09,42,675,0,6,42,678.117,23.233,130.5,254.0,0.01389
18,0.09,44,485,0,475,313,721.221,156.349,54305.0,254.0,0.01389
18,0.09,48,487,244,22,5,497.405,246.672,61.0,254.0,0.01389
18,0.09,50,672,290,19,5,682.253,292.485,59.5,254.0,0.01389
18,0.09,52,754,59,36,22,792.631,58.731,103.0,254.0,0.01389
18,0.09,53,85,318,27,7,84.97,320.648,122.0,254.0,0.01389
18,0.09,55,114,432,33,24,137.0,444.5,367.5,254.0,0.01389
18,0.09,56,163,188,67,44,196.5,210.0,1110.0,254.0,0.01389
18,0.09,57,341,231,9,14,345.5,238.596,53.5,254.0,0.01389
18,0.09,58,89,433,24,16,101.0,441.0,166.0,254.0,0.01389
18,0.09,59,673,231,225,55,785.5,258.5,6861.0,254.0,0.01389
18,0.09,60,50,251,26,5,82.492,266.695,62.0,254.0,0.01389
19,0.095,1,46,432,111,59,109.866,472.015,1855.5,253.0,0.01898
19,0.095,2,451,391,500,149,700.996,460.59,52005.5,253.0,0.01898
19,0.095,3,485,369,11,18,490.489,378.05,140.0,253.0,0.01898
19,0.095,4,668,374,42,16,689.251,372.113,459.0,253.0,0.01898
19,0.095,5,0,342,207,57,103.849,370.451,10450.0,253.0,0.01898
19,0.095,6,284,340,24,43,309.324,368.57,466.0,253.0,0.01898
19,0.095,7,126,318,78,13,169.765,324.41,536.0,253.0,0.01898
19,0.095,8,722,303,238,82,825.958,344.605,11782.5,253.0,0.01898
19,0.095,9,909,302,15,17,916.611,310.605,155.5,253.0,0.01898
19,0.095,10,8,188,222,45,113.284,208.379,1491.5,253.0,0.01898
19,0.095,11,539,219,34,5,550.703,231.815,86.0,253.0,0.01898
19,0.095,12,875,238,58,54,903.704,264.846,2277.5,253.0,0.01898
19,0.095,13,239,224,54,8,254.528,231.326,235.0,253.0,0.01898
19,0.095,14,194,246,112,8,257.712,255.791,570.5,253.0,0.01898
19,0.095,15,886,213,16,12,894.381,218.311,85.5,253.0,0.01898
19,0.095,16,62,142,120,39,122.189,155.442,4384.5,253.0,0.01898
19,0.095,17,638,159,11,28,643.235,172.534,191.0,253.0,0.01898
19,0.095,18,44,99,144,37,115.355,112.479,3429.5,253.0,0.01898
19,0.095,19,294,139,38,37,312.771,157.5,1262.0,253.0,0.01898
19,0.095,20,412,134,118,41,471.081,154.531,3777.5,253.0,0.01898
19,0.095,22,0,30,121,107,60.641,83.5,6265.0,253.0,0.01898
19,0.095,23,604,0,356,287,783.782,137.318,49504.0,253.0,0.01898
19,0.095,24,710,0,93,64,756.49,32.0,3053.5,253.0,0.01898
19,0.095,25,691,0,16,77,698.869,38.5,1014.0,253.0,0.01898
19,0.095,26,236,0,392,183,431.998,90.514,41135.5,253.0,0.01898
19,0.095,27,210,0,19,84,219.593,42.0,1136.0,253.0,0.01898
19,0.095,28,98,0,111,71,153.534,35.395,3892.5,253.0,0.01898
19,0.095,29,73,521,132,19,138.561,531.181,1626.5,253.0,0.01898
19,0.095,31,286,317,25,5,302.586,326.939,65.0,253.0,0.01898
19,0.095,34,743,293,54,8,766.361,299.118,283.0,253.0,0.01898
19,0.095,35,84,250,54,6,111.516,252.766,224.0,253.0,0.01898
19,0.095,37,309,245,23,6,290.449,247.788,84.0,253.0,0.01898
19,0.095,38,846,19,19,13,844.128,31.914,76.0,253.0,0.01898
19,0.095,40,887,0,14,10,881.08,12.301,63.0,253.0,0.01898
19,0.095,42,674,0,7,29,677.866,19.818,117.0,253.0,0.01898
19,0.095,44,485,0,475,313,721.275,155.422,54305.0,253.0,0.01898
19,0.095,48,487,244,22,5,497.029,246.712,61.0,253.0,0.01898
19,0.095,50,683,338,45,16,691.748,314.553,551.0,253.0,0.01898
19,0.095,52,799,44,19,14,805.464,52.427,63.5,253.0,0.01898
19,0.095,53,85,318,27,7,95.083,320.131,122.0,253.0,0.01898
19,0.095,55,114,432,33,24,139.364,444.682,367.5,253.0,0.01898
19,0.095,57,341,231,9,14,345.5,237.906,53.5,253.0,0.01898
19,0.095,58,89,433,24,16,101.0,441.0,166.0,253.0,0.01898
19,0.095,59,673,231,225,55,785.5,258.5,6861.0,253.0,0.01898
19,0.095,60,50,251,26,5,95.487,275.491,62.0,253.0,0.01898
19,0.095,61,257,377,14,11,264.0,382.5,74.5,253.0,0.01898
20,0.1,1,0,430,258,110,114.463,475.319,18940.5,254.0,0.013614
20,0.1,2,451,373,500,167,700.981,459.69,54431.0,254.0,0.013614
20,0.1,3,484,368,13,20,490.486,378.029,207.0,254.0,0.013614
20,0.1,4,673,359,31,4,688.697,369.786,69.5,254.0,0.013614
20,0.1,5,0,341,208,60,103.862,370.583,10950.5,254.0,0.013614
20,0.1,6,250,339,146,55,312.527,367.916,5591.0,254.0,0.013614
20,0.1,7,149,319,52,12,171.504,324.621,439.5,254.0,0.013614
20,0.1,8,681,303,279,82,824.825,344.423,13256.0,254.0,0.013614
20,0.1,9,908,302,17,18,916.575,310.7,186.0,254.0,0.013614
20,0.1,10,0,192,233,45,113.95,209.467,2011.5,254.0,0.013614
20,0.1,11,534,242,50,5,552.565,234.907,131.0,254.0,0.013614
20,0.1,12,874,237,59,56,903.663,264.879,2461.0,254.0,0.013614
20,0.1,13,235,223,72,11,255.372,230.532,458.0,254.0,0.013614
20,0.1,14,236,262,34,3,255.648,259.378,66.0,254.0,0.013614
20,0.1,15,886,214,16,7,894.278,218.125,54.0,254.0,0.013614
20,0.1,16,61,141,121,40,122.04,156.351,4508.5,254.0,0.013614
20,0.1,17,637,159,10,28,642.799,172.649,192.5,254.0,0.013614
20,0.1,18,44,99,144,37,115.462,113.317,3487.5,254.0,0.013614
20,0.1,19,293,139,39,37,312.707,157.5,1311.0,254.0,0.013614
20,0.1,20,412,134,119,42,471.183,154.647,3832.0,254.0,0.013614
20,0.1,22,0,30,122,107,60.722,83.5,6299.0,254.0,0.013614
20,0.1,23,604,0,356,287,784.181,137.071,49504.0,254.0,0.013614
20,0.1,24,710,0,93,64,756.497,32.0,2982.5,254.0,0.013614
20,0.1,25,691,0,15,77,698.772,38.5,961.5,254.0,0.013614
20,0.1,26,236,0,392,183,431.986,90.906,41109.5,254.0,0.013614
20,0.1,27,211,0,18,84,219.689,42.0,1153.0,254.0,0.013614
20,0.1,28,98,0,111,71,153.525,35.427,3890.0,254.0,0.013614
20,0.1,29,73,521,132,19,138.377,531.127,1626.5,254.0,0.013614
20,0.1,31,282,316,31,6,302.39,323.358,80.0,254.0,0.013614
20,0.1,34,706,316,38,6,752.212,305.93,109.0,254.0,0.013614
20,0.1,35,82,250,57,6,111.459,252.801,256.5,254.0,0.013614
20,0.1,37,192,245,141,9,284.126,247.924,811.0,254.0,0.013614
20,0.1,38,846,19,19,13,848.133,29.771,76.0,254.0,0.013614
20,0.1,40,887,0,14,10,883.29,11.109,63.0,254.0,0.013614
20,0.1,42,674,0,7,29,677.848,19.773,117.0,254.0,0.013614
20,0.1,44,486,0,474,313,722.03,155.336,53390.5,254.0,0.013614
20,0.1,48,496,243,32,6,506.521,246.268,92.5,254.0,0.013614
20,0.1,50,683,338,45,16,692.926,317.606,551.0,254.0,0.013614
20,0.1,52,799,44,19,14,809.885,50.075,63.5,254.0,0.013614
20,0.1,53,67,318,35,6,93.395,320.404,103.5,254.0,0.013614
20,0.1,55,114,432,33,24,141.727,444.864,367.5,254.0,0.013614
20,0.1,57,315,228,15,7,328.978,233.11,60.5,254.0,0.013614
20,0.1,58,89,433,24,16,101.0,441.0,166.0,254.0,0.013614
20,0.1,59,673,231,225,55,785.5,258.5,6861.0,254.0,0.013614
20,0.1,60,115,319,28,6,128.155,320.446,91.0,254.0,0.013614
20,0.1,61,257,377,14,11,264.0,382.5,74.5,254.0,0.013614
21,0.105,1,50,432,115,59,112.762,471.958,2227.5,253.0,0.016221
21,0.105,2,451,374,500,166,700.971,459.036,52393.5,253.0,0.016221
21,0.105,3,485,369,11,18,490.484,378.012,136.5,253.0,0.016221
21,0.105,4,673,359,31,4,688.214,370.559,69.5,253.0,0.016221
21,0.105,5,0,342,208,57,103.876,370.565,10474.5,253.0,0.016221
21,0.105,6,287,340,31,45,309.908,366.331,598.5,253.0,0.016221
21,0.105,7,149,319,52,12,171.121,324.601,439.5,253.0,0.016221
21,0.105,8,684,304,276,81,824.223,344.405,12277.0,253.0,0.016221
21,0.105,9,909,302,15,17,916.546,310.651,168.0,253.0,0.016221
21,0.105,10,0,192,230,42,114.142,210.062,1527.5,253.0,0.016221
21,0.105,11,542,219,29,4,553.522,231.382,75.0,253.0,0.016221
21,0.105,12,875,238,58,53,903.758,264.776,2250.5,253.0,0.016221
21,0.105,13,246,224,47,8,256.184,229.739,222.5,253.0,0.016221
21,0.105,14,193,246,110,8,252.715,258.639,573.0,253.0,0.016221
21,0.105,15,886,214,16,7,894.27,218.154,54.0,253.0,0.016221
21,0.105,16,62,142,120,39,122.042,157.327,4378.5,253.0,0.016221
21,0.105,17,637,159,10,28,642.813,172.567,192.5,253.0,0.016221
21,0.105,18,44,99,144,37,115.561,114.093,3446.5,253.0,0.016221
21,0.105,19,294,139,38,37,312.783,157.5,1274.0,253.0,0.016221
21,0.105,20,412,134,118,41,471.138,154.616,3778.0,253.0,0.016221
21,0.105,22,0,30,121,107,60.661,83.5,6272.5,253.0,0.016221
21,0.105,23,600,0,360,239,782.734,129.84,42575.0,253.0,0.016221
21,0.105,24,710,0,93,64,756.503,32.0,3051.5,253.0,0.016221
21,0.105,25,691,0,16,77,698.821,38.5,1020.5,253.0,0.016221
21,0.105,26,236,0,392,182,431.979,91.087,41190.0,253.0,0.016221
21,0.105,27,210,0,19,84,219.64,42.0,1158.0,253.0,0.016221
21,0.105,28,98,0,111,71,153.518,35.453,3900.0,253.0,0.016221
21,0.105,29,73,523,129,17,137.91,531.248,1565.0,253.0,0.016221
21,0.105,31,282,316,31,6,304.371,321.717,80.0,253.0,0.016221
21,0.105,34,741,293,48,8,755.101,303.687,231.5,253.0,0.016221
21,0.105,35,85,250,53,6,111.651,252.833,215.5,253.0,0.016221
21,0.105,37,310,245,21,6,296.406,247.592,80.5,253.0,0.016221
21,0.105,38,814,37,18,11,840.231,33.705,62.0,253.0,0.016221
21,0.105,40,887,0,14,10,885.499,9.916,63.0,253.0,0.016221
21,0.105,42,676,0,5,19,678.103,15.549,61.0,253.0,0.016221
21,0.105,44,486,0,474,313,722.169,154.511,53390.5,253.0,0.016221
21,0.105,48,496,243,32,6,507.156,246.258,92.5,253.0,0.016221
21,0.105,50,683,338,45,16,694.105,320.659,551.0,253.0,0.016221
21,0.105,52,799,44,19,14,814.306,47.724,63.5,253.0,0.016221
21,0.105,53,67,318,35,6,101.565,320.018,103.5,253.0,0.016221
21,0.105,57,315,228,15,7,325.084,231.452,60.5,253.0,0.016221
21,0.105,59,677,231,222,55,787.967,258.5,6790.5,253.0,0.016221
21,0.105,60,115,319,28,6,145.563,337.355,91.0,253.0,0.016221
21,0.105,61,257,377,14,11,264.0,382.5,74.5,253.0,0.016221
21,0.105,62,14,442,10,11,19.0,447.5,58.5,253.0,0.016221
21,0.105,63,33,436,10,11,38.0,441.5,51.5,253.0,0.016221
21,0.105,64,746,68,29,17,760.5,76.5,93.0,253.0,0.016221
22,0.11,1,0,430,258,110,116.936,475.233,19067.0,254.0,0.013324
22,0.11,2,451,373,500,167,700.964,458.346,54487.5,254.0,0.013324
22,0.11,3,484,368,13,20,490.484,377.999,209.0,254.0,0.013324
22,0.11,4,672,359,31,4,687.652,367.828,78.5,254.0,0.013324
22,0.11,5,0,341,209,60,104.023,370.68,10970.0,254.0,0.013324
22,0.11,6,250,339,146,55,313.061,366.064,5605.0,254.0,0.013324
22,0.11,7,94,318,109,13,161.78,324.549,687.0,254.0,0.013324
22,0.11,8,680,303,280,83,823.17,344.395,13580.0,254.0,0.013324
22,0.11,9,908,302,17,18,916.523,310.74,188.0,254.0,0.013324
22,0.11,10,0,188,232,48,114.578,210.348,2014.5,254.0,0.013324
22,0.11,11,538,242,36,6,554.21,234.67,118.0,254.0,0.013324
22,0.11,12,874,237,59,56,903.706,264.821,2434.0,254.0,0.013324
22,0.11,13,233,224,78,10,257.962,229.359,451.0,254.0,0.013324
22,0.11,14,193,243,141,11,254.43,257.373,800.5,254.0,0.013324
22,0.11,15,886,214,16,7,894.262,218.183,54.0,254.0,0.013324
22,0.11,16,61,141,121,40,121.91,158.075,4495.0,254.0,0.013324
22,0.11,17,638,159,9,27,642.697,172.491,176.5,254.0,0.013324
22,0.11,18,44,99,144,37,115.651,114.795,3500.5,254.0,0.013324
22,0.11,19,293,139,39,37,312.717,157.5,1321.0,254.0,0.013324
22,0.11,20,412,134,119,42,471.231,154.719,3843.0,254.0,0.013324
22,0.11,22,0,30,121,107,60.61,83.5,6306.0,254.0,0.013324
22,0.11,23,600,0,360,239,782.909,128.743,42575.0,254.0,0.013324
22,0.11,24,710,0,93,64,756.507,32.0,2989.5,254.0,0.013324
22,0.11,25,691,0,16,77,698.865,38.5,960.5,254.0,0.013324
22,0.11,26,236,0,392,183,431.974,91.348,41293.5,254.0,0.013324
22,0.11,27,210,0,19,84,219.598,42.0,1156.0,254.0,0.013324
22,0.11,28,98,0,111,71,153.512,35.474,3886.0,254.0,0.013324
22,0.11,29,73,523,129,17,137.692,531.215,1565.0,254.0,0.013324
22,0.11,31,297,316,18,5,306.221,319.491,51.0,254.0,0.013324
22,0.11,34,741,293,48,8,754.11,304.065,231.5,254.0,0.013324
22,0.11,35,82,250,57,6,111.521,252.863,257.0,254.0,0.013324
22,0.11,37,310,245,21,6,300.085,247.115,80.5,254.0,0.013324
22,0.11,38,814,37,18,11,842.788,32.3,62.0,254.0,0.013324
22,0.11,40,887,0,14,10,887.708,8.724,63.0,254.0,0.013324
22,0.11,42,676,0,5,19,678.118,14.996,61.0,254.0,0.013324
22,0.11,44,482,0,478,312,721.774,154.632,54427.5,254.0,0.013324
22,0.11,48,496,243,32,6,507.791,246.249,92.5,254.0,0.013324
22,0.11,50,676,290,19,5,690.511,308.488,50.0,254.0,0.013324
22,0.11,52,799,44,19,14,818.727,45.372,63.5,254.0,0.013324
22,0.11,53,67,318,35,6,109.735,319.631,103.5,254.0,0.013324
22,0.11,57,315,228,15,7,321.191,229.793,60.5,254.0,0.013324
22,0.11,59,677,231,222,55,788.367,258.5,6790.5,254.0,0.013324
22,0.11,60,115,319,28,6,162.972,354.264,91.0,254.0,0.013324
22,0.11,61,257,377,14,11,264.0,382.5,74.5,254.0,0.013324
22,0.11,62,14,442,10,11,19.0,447.5,58.5,254.0,0.013324
22,0.11,63,33,436,10,11,38.0,441.5,51.5,254.0,0.013324
22,0.11,64,746,68,29,17,760.5,76.5,93.0,254.0,0.013324
22,0.11,65,10,323,19,6,19.5,326.0,61.0,254.0,0.013324
23,0.115,1,46,432,105,58,112.5,471.745,1714.5,253.0,0.018321
23,0.115,2,452,374,499,166,701.091,457.897,52614.5,253.0,0.018321
23,0.115,3,486,369,10,18,490.615,377.989,132.0,253.0,0.018321
23,0.115,4,683,338,45,16,692.834,361.277,545.5,253.0,0.018321
23,0.115,5,0,342,207,57,103.887,370.647,10454.0,253.0,0.018321
23,0.115,6,290,368,28,22,310.798,369.153,270.5,253.0,0.018321
23,0.115,7,94,318,109,13,160.305,324.525,687.0,253.0,0.018321
23,0.115,8,722,304,238,81,827.775,344.392,11858.0,253.0,0.018321
23,0.115,9,909,302,16,17,916.636,310.685,177.0,253.0,0.018321
23,0.115,10,31,226,127,8,109.324,215.336,327.0,253.0,0.018321
23,0.115,11,539,218,37,5,555.179,231.081,102.5,253.0,0.018321
23,0.115,12,875,238,58,54,903.791,264.861,2270.5,253.0,0.018321
23,0.115,13,257,224,33,8,260.209,228.8,163.5,253.0,0.018321
23,0.115,14,194,246,106,8,251.725,256.492,548.5,253.0,0.018321
23,0.115,15,886,214,16,7,894.255,218.212,54.0,253.0,0.018321
23,0.115,16,61,142,120,39,121.666,158.87,4369.5,253.0,0.018321
23,0.115,17,641,164,4,19,642.798,172.779,53.0,253.0,0.018321
23,0.115,18,44,99,144,37,115.731,115.416,3429.5,253.0,0.018321
23,0.115,19,294,139,38,37,312.79,157.5,1269.5,253.0,0.018321
23,0.115,20,412,134,118,41,471.179,154.675,3777.5,253.0,0.018321
23,0.115,22,0,30,122,107,60.698,83.5,6268.0,253.0,0.018321
23,0.115,23,593,0,367,286,780.45,133.787,49590.5,253.0,0.018321
23,0.115,24,710,0,93,64,756.51,32.0,3055.5,253.0,0.018321
23,0.115,25,691,0,16,77,698.902,38.5,1065.0,253.0,0.018321
23,0.115,26,236,0,393,170,432.102,89.846,41079.0,253.0,0.018321
23,0.115,27,210,0,19,84,219.564,42.0,1153.0,253.0,0.018321
23,0.115,28,98,0,111,71,153.507,35.491,3883.0,253.0,0.018321
23,0.115,29,73,523,130,17,137.685,531.31,1511.5,253.0,0.018321
23,0.115,31,279,344,23,10,302.386,328.013,129.5,253.0,0.018321
23,0.115,34,748,292,52,9,760.389,301.678,258.5,253.0,0.018321
23,0.115,35,85,250,53,6,111.652,252.89,217.0,253.0,0.018321
23,0.115,37,311,245,21,6,309.713,247.095,74.0,253.0,0.018321
23,0.115,38,824,21,38,23,844.401,31.542,119.5,253.0,0.018321
23,0.115,40,887,0,14,10,889.917,7.532,63.0,253.0,0.018321
23,0.115,42,676,0,4,42,678.079,17.085,91.0,253.0,0.018321
23,0.115,44,482,0,478,312,721.848,153.922,54427.5,253.0,0.018321
23,0.115,48,496,243,32,6,508.426,246.239,92.5,253.0,0.018321
23,0.115,50,709,326,11,8,700.164,317.499,51.0,253.0,0.018321
23,0.115,52,750,51,59,32,793.498,59.31,164.5,253.0,0.018321
23,0.115,53,67,318,35,6,117.905,319.244,103.5,253.0,0.018321
23,0.115,57,315,228,15,7,317.297,228.135,60.5,253.0,0.018321
23,0.115,59,677,231,222,55,788.767,258.5,6790.5,253.0,0.018321
23,0.115,60,115,319,28,6,180.38,371.173,91.0,253.0,0.018321
23,0.115,61,251,341,18,10,260.114,347.042,67.0,253.0,0.018321
23,0.115,62,14,442,10,11,19.0,447.5,58.5,253.0,0.018321
23,0.115,63,33,436,10,11,38.0,441.5,51.5,253.0,0.018321
23,0.115,64,746,68,29,17,760.5,76.5,93.0,253.0,0.018321
23,0.115,65,10,323,19,6,19.5,326.0,61.0,253.0,0.018321
23,0.115,66,181,534,30,6,196.0,537.0,63.5,253.0,0.018321
23,0.115,67,163,188,68,44,197.0,210.0,1128.5,253.0,0.018321
24,0.12,1,0,430,258,110,116.663,475.034,19063.0,253.0,0.013325
24,0.12,2,451,373,500,167,701.07,457.4,54584.0,253.0,0.013325
24,0.12,3,484,368,13,20,490.595,377.982,213.0,253.0,0.013325
24,0.12,4,673,359,31,4,691.771,360.747,80.5,253.0,0.013325
24,0.12,5,0,341,209,59,104.034,370.616,10992.5,253.0,0.013325
24,0.12,6,250,339,146,55,313.835,368.543,5597.5,253.0,0.013325
24,0.12,7,136,318,66,14,162.897,324.701,544.5,253.0,0.013325
24,0.12,8,681,304,279,82,826.313,344.525,13632.5,253.0,0.013325
24,0.12,9,908,302,17,18,916.602,310.768,190.0,253.0,0.013325
24,0.12,10,0,187,233,50,110.635,214.869,2100.5,253.0,0.013325
24,0.12,11,486,242,90,7,549.048,234.568,285.0,253.0,0.013325
24,0.12,12,874,236,59,57,903.731,264.765,2465.0,253.0,0.013325
24,0.12,13,234,223,79,11,262.372,228.491,519.0,253.0,0.013325
24,0.12,14,193,245,140,9,253.731,255.462,818.5,253.0,0.013325
24,0.12,15,884,212,18,13,893.67,218.361,90.5,253.0,0.013325
24,0.12,16,61,141,121,40,121.592,159.426,4520.0,253.0,0.013325
24,0.12,17,637,159,11,28,642.714,172.822,220.0,253.0,0.013325
24,0.12,18,44,99,145,37,115.931,115.955,3492.0,253.0,0.013325
24,0.12,19,293,139,39,37,312.722,157.5,1313.0,253.0,0.013325
24,0.12,20,412,134,119,42,471.264,154.766,3861.5,253.0,0.013325
24,0.12,22,0,30,122,107,60.776,83.5,6313.5,253.0,0.013325
24,0.12,23,593,0,367,286,780.302,133.442,49590.5,253.0,0.013325
24,0.12,24,710,0,93,64,756.512,32.0,2996.0,253.0,0.013325
24,0.12,25,691,0,16,77,698.933,38.5,966.0,253.0,0.013325
24,0.12,26,236,0,392,183,432.081,90.251,41385.0,253.0,0.013325
24,0.12,27,210,0,19,84,219.536,42.0,1171.5,253.0,0.013325
24,0.12,28,98,0,111,71,153.503,35.504,3886.0,253.0,0.013325
24,0.12,29,73,523,130,17,137.493,531.293,1511.5,253.0,0.013325
24,0.12,31,269,316,47,7,300.241,325.196,129.0,253.0,0.013325
24,0.12,34,748,292,52,9,760.358,301.691,258.5,253.0,0.013325
24,0.12,35,81,250,58,6,111.348,252.914,260.0,253.0,0.013325
24,0.12,37,340,229,10,22,323.64,244.631,73.5,253.0,0.013325
24,0.12,38,824,21,38,23,846.843,30.216,119.5,253.0,0.013325
24,0.12,40,887,0,14,10,892.127,6.34,63.0,253.0,0.013325
24,0.12,42,676,0,4,42,678.088,16.855,91.0,253.0,0.013325
24,0.12,44,481,0,479,315,721.35,154.939,54444.5,253.0,0.013325
24,0.12,48,496,243,32,6,509.061,246.229,92.5,253.0,0.013325
24,0.12,50,672,290,26,4,696.218,310.33,68.0,253.0,0.013325
24,0.12,52,750,51,59,32,794.667,58.745,164.5,253.0,0.013325
24,0.12,53,24,317,90,11,88.49,321.256,481.5,253.0,0.013325
24,0.12,57,315,228,15,7,313.403,226.477,60.5,253.0,0.013325
24,0.12,59,677,231,222,55,789.168,258.5,6790.5,253.0,0.013325
24,0.12,60,115,319,28,6,197.788,388.081,91.0,253.0,0.013325
24,0.12,61,251,341,18,10,259.199,338.695,67.0,253.0,0.013325
24,0.12,62,14,442,10,11,19.0,447.5,58.5,253.0,0.013325
24,0.12,63,33,436,10,11,38.0,441.5,51.5,253.0,0.013325
24,0.12,64,746,68,29,17,760.5,76.5,93.0,253.0,0.013325
24,0.12,65,10,323,19,6,19.5,326.0,61.0,253.0,0.013325
24,0.12,66,181,534,30,6,196.0,537.0,63.5,253.0,0.013325
24,0.12,67,163,188,68,44,197.0,210.0,1128.5,253.0,0.013325
25,0.125,1,0,431,176,60,109.491,471.57,3689.5,253.0,0.015256
25,0.125,2,451,374,501,166,701.183,457.129,52814.0,253.0,0.015256
25,0.125,3,486,369,10,19,490.708,378.109,137.0,253.0,0.015256
25,0.125,4,673,359,31,4,691.863,360.128,80.5,253.0,0.015256
25,0.125,5,0,342,208,56,104.029,370.459,10498.5,253.0,0.015256
25,0.125,6,251,340,75,53,307.409,368.013,1855.0,253.0,0.015256
25,0.125,7,136,318,66,14,161.92,324.702,544.5,253.0,0.015256
25,0.125,8,682,304,278,81,825.14,344.51,12422.5,253.0,0.015256
25,0.125,9,908,302,16,17,916.443,310.707,152.0,253.0,0.015256
25,0.125,10,10,192,220,42,112.743,214.675,1526.0,253.0,0.015256
25,0.125,11,543,218,30,6,550.892,231.15,91.0,253.0,0.015256
25,0.125,12,874,237,59,55,903.677,264.684,2307.5,253.0,0.015256
25,0.125,13,239,224,55,8,262.534,228.132,269.0,253.0,0.015256
25,0.125,14,193,246,109,8,251.516,254.603,560.0,253.0,0.015256
25,0.125,15,884,212,18,13,893.59,218.405,90.5,253.0,0.015256
25,0.125,16,62,142,120,39,121.664,160.029,4401.5,253.0,0.015256
25,0.125,17,639,160,6,20,642.509,171.998,65.0,253.0,0.015256
25,0.125,18,44,99,144,37,115.969,116.412,3452.5,253.0,0.015256
25,0.125,19,294,139,38,37,312.793,157.5,1269.0,253.0,0.015256
25,0.125,20,412,134,118,41,471.206,154.712,3775.5,253.0,0.015256
25,0.125,22,0,30,121,107,60.711,83.5,6261.5,253.0,0.015256
