video_id,filename,creation_time,duration_s,fps,width,height,frames,frame_count_source,file_size_bytes
"GX010220","GX010220.MP4","2022-04-11T19:43:33.000000Z",75.250000,200.000000,1920,1080,15036,"ffprobe_nb_frames",567289292
"GX010221","GX010221.MP4","2022-04-11T19:48:20.000000Z",76.175000,200.000000,1920,1080,15220,"ffprobe_nb_frames",574187441
"GX010222","GX010222.MP4","2022-04-11T19:53:08.000000Z",74.855000,200.000000,1920,1080,14955,"ffprobe_nb_frames",564222529
"GX010223","GX010223.MP4","2022-04-11T19:57:56.000000Z",361.925000,200.000000,1920,1080,72376,"ffprobe_nb_frames",2729257817
"GX010224","GX010224.MP4","2022-04-11T20:07:30.000000Z",75.480000,200.000000,1920,1080,15092,"ffprobe_nb_frames",569344001
"GX010225","GX010225.MP4","2022-04-11T20:12:18.000000Z",75.535000,200.000000,1920,1080,15092,"ffprobe_nb_frames",569345266
"GX010226","GX010226.MP4","2022-04-11T20:17:11.000000Z",69.245000,200.000000,1920,1080,13833,"ffprobe_nb_frames",521998284
"GX010227","GX010227.MP4","2022-04-11T20:22:37.000000Z",75.755000,200.000000,1920,1080,15134,"ffprobe_nb_frames",570714989
"GX010228","GX010228.MP4","2022-04-11T20:27:27.000000Z",74.875000,200.000000,1920,1080,14959,"ffprobe_nb_frames",564366976
"GX010229","GX010229.MP4","2022-04-11T20:32:14.000000Z",75.215000,200.000000,1920,1080,15028,"ffprobe_nb_frames",566949022
"GX010230","GX010230.MP4","2022-04-11T20:37:02.000000Z",74.910000,200.000000,1920,1080,14968,"ffprobe_nb_frames",564665939
"GX010231","GX010231.MP4","2022-04-11T20:41:56.000000Z",69.605000,200.000000,1920,1080,13906,"ffprobe_nb_frames",524738436
"GX010232","GX010232.MP4","2022-04-11T20:46:38.000000Z",75.130000,200.000000,1920,1080,15011,"ffprobe_nb_frames",566409245
"GX010233","GX010233.MP4","2022-04-11T20:51:26.000000Z",364.150000,200.000000,1920,1080,72815,"ffprobe_nb_frames",2745563594
"GX010234","GX010234.MP4","2022-04-11T21:01:02.000000Z",75.280000,200.000000,1920,1080,15041,"ffprobe_nb_frames",567570898
"GX010235","GX010235.MP4","2022-04-11T21:06:00.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004365465
"GX010236","GX010236.MP4","2022-04-11T21:20:25.000000Z",70.535000,200.000000,1920,1080,14093,"ffprobe_nb_frames",531763589
"GX010237","GX010237.MP4","2022-04-11T21:25:09.000000Z",36.330667,200.000000,1920,1080,7262,"ffprobe_nb_frames",274069289
"GX010238","GX010238.MP4","2022-04-13T13:04:08.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004568350
"GX010239","GX010239.MP4","2022-04-13T19:27:23.000000Z",358.910000,200.000000,1920,1080,71766,"ffprobe_nb_frames",2706123299
"GX010240","GX010240.MP4","2022-04-13T19:36:51.000000Z",75.140000,200.000000,1920,1080,15015,"ffprobe_nb_frames",566130444
"GX010241","GX010241.MP4","2022-04-13T19:41:36.000000Z",75.875000,200.000000,1920,1080,15160,"ffprobe_nb_frames",572004633
"GX010242","GX010242.MP4","2022-04-13T19:46:21.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004329556
"GX010243","GX010243.MP4","2022-04-13T20:19:34.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004255537
"GX010244","GX010244.MP4","2022-04-13T21:11:31.000000Z",357.200000,200.000000,1920,1080,71425,"ffprobe_nb_frames",2693308444
"GX010245","GX010245.MP4","2022-04-13T21:53:46.000000Z",75.980000,200.000000,1920,1080,15181,"ffprobe_nb_frames",572707377
"GX010246","GX010246.MP4","2022-04-13T21:58:29.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004226604
"GX010247","GX010247.MP4","2022-04-14T18:04:09.000000Z",76.255000,200.000000,1920,1080,15237,"ffprobe_nb_frames",574470944
"GX010248","GX010248.MP4","2022-04-14T18:08:56.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004241226
"GX010249","GX010249.MP4","2022-04-14T18:23:12.000000Z",75.675000,200.000000,1920,1080,15122,"ffprobe_nb_frames",570234147
"GX010250","GX010250.MP4","2022-04-14T18:27:58.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004315114
"GX010251","GX010251.MP4","2022-04-15T14:52:26.000000Z",74.365000,200.000000,1920,1080,14857,"ffprobe_nb_frames",560091213
"GX010252","GX010252.MP4","2022-04-15T15:02:02.000000Z",76.750000,200.000000,1920,1080,15335,"ffprobe_nb_frames",578122251
"GX010253","GX010253.MP4","2022-04-15T15:06:51.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004612287
"GX010254","GX010254.MP4","2022-04-15T15:21:17.000000Z",531.008000,200.000000,1920,1080,106200,"ffprobe_nb_frames",4004091296
"GX010255","GX010255.MP4","2022-04-15T21:58:23.000000Z",70.425000,200.000000,1920,1080,14072,"ffprobe_nb_frames",530703998
"GX010256","GX010256.MP4","2022-04-15T22:03:01.000000Z",79.960000,200.000000,1920,1080,15979,"ffprobe_nb_frames",602587546
"GX010257","GX010257.MP4","2022-04-15T22:07:49.000000Z",70.310000,200.000000,1920,1080,14046,"ffprobe_nb_frames",529838147
